nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
365.2138332128524,156.35811257362366,371.85858952999115,153.60143440961838,363.3027485609054,149.2256932258606,378.6026875972748,145.80543392896652,351.43192315101624,137.58422416448593,374.39056515693665,156.23287266492844,332.9556066989898,146.49671632051468,379.16279697418213,204.54210495948792,321.1810406446457,202.5158233642578,374.6158418655395,227.82159805297852,340.07646203041077,230.4204797744751,335.5341204404831,220.37001991271973,304.99417781829834,212.28252160549164,345.3551735877991,293.9028196334839,280.2491571903229,281.5984846353531,338.6700237989425,329.79394030570984,284.9924991130829,329.6344817876816
306.41932195425034,40.881882682442665,314.60351276397705,32.5250576287508,298.47761285305023,34.94228205084801,320.789415359497,32.85640749335289,280.8142628669739,38.973661333322525,337.8307058811188,52.51957178115845,204.5157795548439,62.66805884242058,345.3663145303726,94.36314898729324,264.77415627241135,91.92708015441895,352.0032742023468,107.17377233505249,269.2195333838463,106.56084924936295,338.06363821029663,172.53262567520142,305.663601398468,166.8446809053421,337.2284905910492,221.99573123455048,319.71614772081375,210.80675971508026,329.55445623397827,271.59963977336884,320.08012211322784,266.2808973789215
264.36430859565735,83.5868758559227,265.6335097551346,81.3407570719719,261.22168642282486,81.47713792324066,291.5942731499672,63.55512869358063,259.2447835803032,78.12660017609596,311.38376021385193,61.07053732872009,259.19235265254974,72.0847239792347,334.0355931520462,99.54930812120438,202.95573028922078,113.98047524690628,339.98038399219513,96.42659056186676,267.6746996641159,95.90681421756744,353.04173898696894,182.19949865341187,322.153143286705,189.25604677200317,353.249568939209,208.71633207798004,311.25296998023987,210.13235998153687,360.3972592353821,213.14702248573303,320.9577785730362,214.81024634838104
291.99170058965683,63.19049954414368,300.6009697318077,51.22776135802269,277.1629247069359,53.71487605571747,308.6661357879638,51.4715878367424,263.0180878639221,56.62980395555496,345.72342908382416,61.61094859242439,258.47174721956253,70.30336180329323,347.9421286582947,104.6678358912468,203.75209614634514,113.3783203959465,342.4932608604431,103.78101283311844,268.39111465215683,96.16130316257477,366.37426412105555,181.03469598293304,315.8813869357109,186.68496704101562,420.1987968683243,262.72820591926575,312.18229180574417,221.6197395324707,375.8841968774795,237.45978260040283,308.8390923738479,236.86508190631866
295.2625040411949,32.948332861065865,308.5663306713104,17.94292116165161,267.46477448940277,56.057193756103516,322.55000662803644,20.753080382943153,261.0439450740814,48.22675809264183,358.9486747980118,50.934027284383774,233.49363812804222,64.21375885605812,380.5598872900009,90.66090095043182,202.96635246276855,113.82825934886932,363.87510693073267,98.38808143138885,265.69503676891327,97.99767500162125,360.04421424865717,173.06293857097626,287.58063274621964,177.7875040769577,422.4781974554062,262.79706621170044,306.00299721956253,211.54087328910828,388.57896852493286,228.48981285095215,312.99689012765884,215.8660773038864
293.9771656394005,39.308375641703606,300.90908831357956,24.069417148828506,280.9929309487343,24.67677228152752,307.88505095243454,26.73831506073475,267.22501254081726,29.42389164865017,337.59253549575806,57.45316594839096,258.3030515909195,57.72295102477074,366.9398936033249,77.37261220812798,203.13335075974464,114.09879487752914,349.1892695426941,97.40494865179062,268.01827585697174,99.62480664253235,356.689098238945,164.90276223421097,308.939632833004,165.98448127508163,423.76722264289856,262.8270037174225,321.0971511602401,191.3983714580536,391.47488832473755,205.07219624519348,337.08007228374476,196.1032338142395
322.3396785259246,61.31804555654526,324.5698816776275,58.78220182657242,306.0477523803711,63.49411037564278,339.76949179172516,54.91076961159706,284.2500550150871,60.041707545518875,358.6088861227035,88.91250830888748,270.3392283320427,63.183785766363144,365.53812932968134,101.4864017367363,267.1531705856323,96.03848081827164,355.97416400909424,101.74210953712463,278.8823166489601,93.62164169549942,359.4175009727478,171.98105835914612,299.7939665913582,172.66954040527344,425.0768172740936,262.7016530036926,255.54170954227445,272.24988400936127,376.34059274196625,257.8247607946396,286.75934582948685,267.08300495147705
312.59874749183655,83.66060149669647,314.7586498856544,70.44378703832626,297.22471010684967,70.53820300102234,328.22944962978363,73.48574787378311,226.6138643324375,86.02724593877792,337.936071395874,95.29344791173935,274.7986776828766,91.92619371414185,349.2832523584366,98.98557239770889,271.4062103033066,98.98244971036911,351.1752785444259,109.10276710987091,298.30630826950073,104.82699221372604,349.6701029539108,172.84157025814056,306.50434970855713,171.620760679245,423.97694635391235,262.843342423439,312.13292312622065,226.3312703371048,371.50266361236567,250.7383154630661,315.3912861943245,252.32335126399994
223.4760521054268,87.29160189628601,223.94568917155266,92.76010233163834,223.07384493947026,94.1591266989708,318.4658035635948,87.92707884311676,224.87731775641439,93.86235052347183,328.0674526691437,102.60944098234177,280.713359773159,100.68182623386383,343.51927518844604,103.402472615242,277.8964842557907,103.16977196931839,346.23627507686615,113.58591866493225,300.1492881178856,113.62547606229782,342.5237423181534,157.95162999629974,304.6023712158203,158.80207878351212,424.4033039808273,262.80280792713165,310.42445051670074,210.81763875484467,359.46079552173615,245.1897029876709,308.0119025707245,245.09161031246185
307.19616597890854,61.97581446170807,329.51335763931274,114.97193855047226,311.9046748280525,114.07510274648666,334.8330670595169,111.01158529520035,289.3514180779457,108.71209877729416,344.0103228092193,130.34716457128525,274.234055519104,118.610211789608,366.512891292572,134.36922615766525,201.31201818585396,114.42921549081802,356.93141877651215,135.96097069978714,299.46965032815933,124.40926378965378,336.2284449338913,165.92026472091675,291.0190439224243,166.10052436590195,423.32347869873047,262.117488861084,304.2936683893203,233.97335255146027,352.7732886075973,253.49020886421204,308.1082626581192,257.87984097003937
300.99457943439484,54.83440479636192,331.0398279428482,85.57025575637817,283.3242285847664,55.80802848935127,357.43977212905884,72.71445921063423,248.9392807483673,63.199293434619904,379.679349899292,105.8384810090065,250.76797682046887,98.1239121556282,412.7602332830429,154.24763929843903,203.9457531273365,117.06316196918488,380.05078852176666,176.11160814762115,280.0841080546379,157.56603854894638,373.5244928598404,183.15226078033447,293.25559318065643,181.93249881267548,422.20330023765564,262.3656316995621,273.0168622136116,235.23294389247894,380.3130741119384,242.48100340366364,279.49451446533203,245.00995707511902
304.6117710044991,40.43111735422878,322.0310496189219,26.191507854269847,294.1521129465295,28.680940584194285,348.93740874051133,19.673751338195515,275.8592024834084,31.719291501235553,406.9152887902753,64.84143032043849,240.60675465647964,67.96998626186883,412.78042734017106,148.45341165771197,220.15609598225652,163.32218666198776,339.3879509868286,154.23949806729436,267.8322392985286,164.3627092925886,377.4016395133725,269.64845246717454,269.7739560671248,270.3042521584015,331.5587586980205,277.35669151748385,237.88752648379545,277.2079214796936,339.03106034255666,340.48799044241287,297.4668897628894,320.21532168022947
286.36337901815943,19.07480169743456,300.5107738538587,0.504284158603165,285.3828385027368,-18.366249906370772,345.693557951794,-10.392258217964834,267.14649901307763,-16.64942967481554,411.0607538074158,33.4404337631063,217.57074401645588,34.06472272183029,419.74220404998056,162.73046155551484,216.56109749860323,167.43859835398584,348.9719698858736,229.3203243641673,266.57439383404335,201.98784334200798,392.59786394269696,260.4995791711513,253.34824270241126,261.6009774880225,364.9601056393559,321.2871368693466,250.88890115293003,311.25979096662735,337.4099340035334,362.39002978044516,294.18861661938104,334.9205212933128
292.39599283756274,7.326186779983838,309.32276351893506,17.064876910506555,283.37283038485504,-30.56217520346855,358.12857263152534,-12.153518935869894,249.3010411783476,-19.241013609897276,425.05223769034166,12.79848107445008,206.03805705031974,24.36567824546504,444.4845925458947,160.14925462745316,199.6941699488967,151.20139305094258,412.57401808510235,212.94496979604827,224.32852510402822,185.77936264717079,394.18719580247796,216.39889388974666,256.7023819038375,219.04536503697418,380.7189617079811,337.6549475526319,247.50606819389336,331.30526804444406,362.6132967864925,320.9448326408625,253.53074719013804,321.27746216494177
294.2434078722141,7.112560387025588,310.2292209300433,17.37765080154486,282.83192503587907,-30.691343906800512,359.73026484402743,-12.17523843672756,247.64034937298376,-19.271624548094895,425.562958601132,12.595476315135897,205.63658883127903,24.242319885459068,445.4298477548204,159.817920574733,198.23517407167142,150.29118155252493,414.2642728361312,212.54035126549394,223.33118990147508,185.05337066497955,394.3080521979996,213.03774715682133,256.8863639445003,214.8942727409141,383.0386641597656,337.84229275902777,247.23383051012627,331.4971153510271,366.3482219619369,319.94582807895927,252.1601492398622,321.0445244584772
299.01652824878687,173.1236194372177,297.2197540998459,171.6668757200241,299.1134524345398,172.0804806947708,298.21696919202805,172.50244641304016,301.9982715845108,172.53973734378815,298.5689766407013,183.03329646587372,304.8490836620331,183.16253542900085,295.61876237392426,191.90972661972046,304.77958875894547,192.56373822689056,297.5499531030655,198.23038828372955,303.6909595131874,198.41565430164337,300.8162639141083,203.10153877735138,305.61827206611633,202.79797327518463,301.2302919626236,219.11834609508514,305.8636951446533,218.14894306659698,306.0169888734817,236.41759073734283,307.959783911705,236.20877361297607
297.7245469498311,191.3770839653741,297.75929742981015,188.87803412285552,296.46488401774326,189.06806951210854,300.3314328815182,186.54441727001443,295.071296404921,186.97912395364895,306.0332370512973,188.28633298561846,294.10217237258934,188.95212956339458,310.41892196598735,200.85903549725208,291.54231189340146,201.72735118247036,299.1897757241798,206.0414088034253,292.8446017492206,202.41024087159568,307.38268325452043,209.16286492438127,301.13708695642407,209.16105127092075,305.08074197004623,218.59814930687958,293.4556608124256,216.7368056178477,309.676522350737,236.79728156718443,296.98099061889894,236.20123702694548
295.09118789635346,168.0411963178091,295.2403110462096,166.84095770142022,290.6445051608063,168.07423169134634,297.9109941982947,167.13775403220112,290.0517745140037,167.16258886407252,304.3093393633101,175.1382061933583,292.54856982889817,174.05861729176465,305.4669934598303,187.73326248992163,286.1491012104408,186.07857448256877,301.7026680602836,197.48872815045925,291.2221113065816,194.65980022528134,309.28283858179435,198.54216989683218,296.8884487998899,198.75611053931925,304.16939762045166,209.35312211706423,293.5164852677599,208.8494031245856,303.92421114781155,228.10610541025264,298.7393105868486,226.54166475779618
293.9839039716426,198.96698891958533,297.14896187685025,193.8184361356155,292.8336919256943,194.34651227261904,301.12566103643184,195.90551083034467,292.2624464875141,196.5273754084141,304.24478504035056,204.14839084394228,289.26116918116554,204.03202527208575,314.07155710136146,229.0334430509263,280.89896946876513,233.07352641763467,288.66538026836304,243.03539873080203,280.15174991695096,241.739182467411,307.33535193775333,206.34022836041967,296.58364454110836,207.44823277916475,287.4311102789595,213.03586370450162,287.61367482681015,221.63616684006954,300.2375285672638,247.25208881735247,291.77869416575015,243.38120237118554
293.61054089891434,170.43278075582543,296.06066498572824,169.36719707964502,292.0384802629686,169.04612715077516,300.7091399615674,171.15858777429634,290.32467534209025,169.94816571316386,306.6457189812618,175.6191313936991,286.08974623937064,176.1679911845333,309.18147453073584,189.2311203409826,280.07535362108234,188.6684081712776,301.9105891464042,200.8374385050907,285.5831967678263,198.27857503748422,308.40173379157903,201.35285989298526,289.18926219694777,201.2659661611922,299.2829872635813,211.22983905125787,284.75159774975305,212.4526076418406,301.7846574586908,229.97465830853517,291.4618431775316,229.23758785284497
294.16404556592187,199.19487909421267,297.4806440028804,195.90718859050557,292.19119256574936,196.19470979684675,303.7999716327608,196.1268490076307,290.1664074592436,196.23725420543605,312.2761368013016,204.74736924243837,284.9533760742543,205.45232855051844,312.63115006132057,230.32332060667147,282.5060038684574,232.01453295288908,309.39759429946986,247.12548148942906,280.7542671278912,240.50665943683103,311.1025354056718,212.49965298860138,292.9830643909587,213.5813789683557,311.6250246893321,228.94922901371146,284.0276827994402,227.93978834150803,309.61418850065905,247.23636759353448,288.6791465927889,243.52901667750132
295.62401961670827,194.11937574253648,298.0070491361216,191.86870802311074,293.85017935370377,192.38462103074932,302.90887725977893,188.8503948117845,292.94396679038744,189.39534094177796,311.0428370546037,190.6359045761737,288.76589720736035,196.8296799565735,313.85774875276684,204.70777519981965,288.6050322908777,209.2548882631995,305.73228333440613,209.1534945538836,290.4566945850367,209.0775543923305,313.328095574505,208.4108349149729,301.3991582906058,209.67965553196345,313.24712988725645,220.21771744288682,284.0808738761657,214.79021045568342,313.162834807714,244.59014041932883,282.2480763611027,241.59382657786904
295.66201116873015,192.52802586190938,297.6105483515687,190.64580832534853,294.08870025811416,190.75887677752573,301.2981997470051,187.6460259174041,294.3955361094686,187.812685835845,310.3496959935177,186.8084737288244,294.7200016397529,191.56205154967193,313.7451186939351,202.04448224689264,293.95560204316996,204.11699242452028,303.61848997628704,206.64216456517906,293.5662916202931,204.47324093551865,313.372786772803,207.18132332697598,305.8442744882856,207.31738162457756,314.2810534783273,225.1654412385337,283.67719733329227,213.59879937063795,312.97126175750867,241.49116218607904,283.18364398165556,239.16211080559768
296.1005533703319,175.62651775731058,298.58536720805415,174.6011785179644,294.91207475075436,174.1079217159566,303.6250510661442,174.05455201297343,293.91830433752824,173.0523231797705,309.70215264012825,179.77002496246337,287.83540355027077,180.6350713344585,311.6616114447195,190.76857249979201,283.2266468042167,192.11800794008295,306.96502261972273,199.5597458880463,290.51195991462527,201.2112795804663,309.39779392598535,206.77488544861066,289.99259402925156,206.8576392469607,305.3157074964819,211.22712417628284,284.71486714783595,211.94692500521978,308.59352125544694,225.68988246158423,289.79131669553857,227.2815993353974
297.27614488383017,198.6450820442444,300.7229700168067,196.77296974607862,295.0380150795631,197.4035531452732,305.6312594987314,196.45876867455524,293.1947115293998,197.0198462222272,312.87897382895613,196.58667682505273,285.7813278972889,200.4931001635056,315.8775330031191,222.04639233742026,283.27419004335917,215.5558025921711,314.4226188214277,236.3707589484115,283.29166713423297,240.69249439305997,310.14736689805983,198.69289497806167,293.3176588845263,199.98892635874523,313.76127099930846,214.83639316316885,282.77527050306645,213.2062804901051,312.0865307673499,235.46102145559797,284.81914806741855,236.3603191334281
297.3926683977527,193.55417184565482,300.08525759492045,191.63854203854046,295.4695046570651,192.0573869588668,304.09607021636,190.64156519591018,293.63257555836367,190.4269157141982,311.65717222764226,183.39503031813055,288.7817474857086,190.6181618724223,314.8788655889375,202.74518212822454,288.1361679264487,210.7626101450107,306.651158043867,207.78384028128474,293.4766670452532,209.2114093349144,309.6318814996651,197.5908437068314,296.0841766732484,200.64475159187614,315.87833735794203,212.84895092767184,283.7776715866659,212.33250524858292,312.1504183050257,241.75698133209573,282.6432510899535,236.95199081300402
297.74072485483794,194.82259595797797,300.1358844366491,192.90976495073744,295.61441781083823,193.4500972521802,303.7637889590169,188.6550874751357,293.78143262461646,189.24017333138713,311.19043276599956,183.58568516304118,289.9278958713941,187.07889334611573,314.91671386398747,201.48362894820895,288.8536040881199,203.79570792182759,303.4436886968988,206.82390952417623,292.564558010072,207.11555384962537,309.5415359416242,196.56223095673963,296.68774850400683,198.00197435483128,316.60963626096094,213.419064427026,284.1204582797583,212.4334489851926,313.097937921234,240.24322749183216,282.5463521538233,236.6051960778944
297.58524102550797,193.8315820445248,299.86494733912116,191.78759535787393,295.7505601603161,192.29073155199083,303.5625241566209,188.0994704838606,294.1329104952622,188.7040640270777,310.9656988996898,183.44459879627672,290.3293657399805,187.43863439413062,314.94778322240734,200.88178327741642,290.25015608707196,204.25096263238896,303.6207721961016,205.94360562322197,293.857020952129,207.01368800460583,309.5667197920347,196.96521736127752,297.1008116289955,198.80975249580487,315.8465648604133,211.86240155235203,284.39960642983124,212.50935673663142,313.5620557933145,239.60084651013284,283.37054536120775,236.62574636043095
297.9889344910687,193.86997880375924,300.3374053820287,191.89075786422288,295.806023710872,192.46589676467215,303.8902018086462,187.4270627869114,294.2638831592098,188.3136099192953,311.3830321086226,182.9306098889599,291.1419204086541,185.8525247104574,315.3409212591288,200.8762805045901,290.2043827488218,202.49289632175135,303.5061476099132,206.35445102012483,294.2172249555171,205.95486651000576,309.8449772952356,196.14565168681202,298.4416928019818,198.41522359321624,315.675228604801,211.06246073065094,284.9464746182964,212.04183625594536,313.6499848311641,240.51723639175148,281.940465562775,236.85174119310943
297.57327138751623,195.235471549237,300.0723132293337,193.03741124163707,295.5043731937891,193.8593656820537,304.0334179901178,187.5649416590085,294.0208216994712,188.13036965095216,311.53622099137675,183.25917238652906,291.06684448496253,186.12180283841047,315.59794364017085,201.09562533419145,289.89001924847736,203.2518391463307,303.7190457254553,206.2269472903246,294.05201424600966,205.88009735357215,310.4689879222963,195.5017159803316,298.449347758233,198.07974363902827,315.61988890008615,211.018275679216,285.3441987677761,212.0423060219754,314.3771659034424,238.22000827474926,281.9710027161451,237.40183368737672
297.28975420494316,194.54660884681778,299.82783636663976,192.43295723863216,295.48708240876203,193.13374886690303,303.82123804091606,187.52305321538987,294.1908905504062,187.95391297844301,311.65091991398634,183.35208602111123,291.6566919716812,186.18023834379716,315.704270377085,201.04298088753947,290.43164841052317,202.82871068561815,303.8418429221287,205.89919908154374,294.2869480851122,206.11169288818493,310.90978438255235,194.91748844973006,300.02413956475186,197.44208094025774,315.6923939713481,210.23213632045454,286.0647501459837,210.8418093443116,314.3493112543294,240.60686127061163,281.81458900117184,237.20568793007212
297.13202143915953,195.32087064131693,299.57714503562175,193.42481564330535,295.100975327229,194.20540652750503,304.0683117534781,188.05992723809936,294.19566395140765,188.23020103030737,311.80285532479866,182.6399865462713,291.41853313531175,186.45107686668086,316.1729222487712,201.01479154554283,290.31339290957555,203.141871548586,304.4041821119148,206.09186492587924,294.22081669987216,206.355463201796,310.9542532080048,195.23335227870504,299.64238752329385,197.33602005999126,316.8287175736863,209.09914707724718,286.2499682858562,211.07766045452684,314.3749091739661,239.86744753965806,281.73813691106653,237.99288945546334
297.0760490846626,195.4468419711231,299.4757309101137,193.61310645877455,295.00333930445765,194.15515114870524,304.1852780759472,188.36665850095216,294.0409172717926,188.4937245752102,311.871451013076,182.6119227852217,291.31593480401636,186.7427090468133,316.2942445578319,201.0632678714786,290.19186591709763,204.61278218986223,304.74809252401093,206.1402478588661,294.2998574504351,206.44370954999312,311.06561082930943,194.46989832685,299.4196330685936,197.17004421222103,316.94885654607737,209.80734770302675,286.49583447432366,210.93538144115405,314.23779278566684,240.87545027073514,281.81547398138423,238.06228274155654
296.8439845818337,195.18522990809475,299.14365567282016,193.41227401601589,294.8524318991849,193.8791787224661,304.1604355418806,188.2494756882341,294.26662010552667,188.11713872029392,312.0982670515168,182.5414428751208,291.47279962827514,185.10229137646985,316.74856166342545,200.84189454175663,289.99165814447696,201.5253078318561,305.23642965298785,206.20389392232215,292.8135429781837,206.60851908299205,311.1963341224749,193.86775969915826,299.2849728811736,194.96246231234392,317.32525161091354,210.02742509017236,286.5108570242826,210.8474920960102,314.21142832541113,241.21604413499944,281.8047662958851,237.9792842115575
297.3917512203576,195.04513271883434,299.6156350766826,193.50236558570285,295.22888760394545,193.98841257266741,304.20322795763553,188.45805328054144,294.5874241128286,188.43795399914464,312.2206190616471,181.94674289224207,291.7258425780008,184.8383807879218,317.2676371858263,200.57460812191397,289.62178566151965,198.87645618110608,304.9874423172249,206.81765068710365,291.18340838180467,206.00375838654813,310.96614959145774,193.8143755503737,299.17960209707786,195.0734791130372,317.78362995697086,209.37275901783693,286.32945132306867,211.44796980086167,314.975006831344,239.98209607644435,282.07362684793947,237.91077846081296
297.50422536093185,194.83536466269513,299.71161687205483,193.37611591510483,295.34893963920973,193.8515811720292,304.2663555152676,188.54523671250212,294.9907807831702,187.53416211040656,312.50440099167395,182.00439315069522,292.26685009607206,183.38449992160156,317.24796103415196,200.6014361035297,289.60723325414955,196.53145241617594,304.88325592028855,206.99150558675794,290.2965377117872,205.18921390490948,311.0869715598486,192.25908800582906,299.1056600591606,192.96735112227339,317.7389557798548,209.48717920552724,286.251151238147,211.2164523356459,314.7870966634988,240.81923063007588,282.13901961008855,238.17639122753255
298.13095331969333,194.7078533088838,300.46775738639775,193.64370407400338,295.9317887950652,194.15047071176323,305.13987736052127,187.9108739696339,295.44072021943117,187.51249300891334,312.98536456594746,181.7151048317792,292.162363506559,182.86261210278315,317.27950573187564,200.78375157886455,289.4192367989758,196.85501929019037,304.845263789962,206.807693184039,290.21740943848476,203.92073870869083,310.72185225124053,192.26069692577238,298.79396069854556,192.8315002337238,317.9864183936898,208.57560579190942,285.94747292219444,210.91599897549818,314.7717605611961,240.68448540127028,282.97965148016624,238.50629641103316
298.75271045444407,194.54891961016418,301.6388663867844,193.57975775300406,296.7927193253322,194.19443424688683,306.08815906539377,188.27601331024664,295.76695178490246,187.43329882685094,313.46758505073575,181.5910654702209,292.1632832334182,182.5851534459736,317.2596783300462,201.21629379639222,289.348332306242,196.94524918966698,304.863747782667,206.72338810943566,290.1852014571621,203.8750999526802,310.55950591150423,192.029153309659,298.39153299218026,192.4367737468808,318.18944714714183,208.68753114843457,286.32042543213936,210.5763427654994,314.8740297039127,241.28987744386825,283.0374552653837,238.2206232202402
298.9952815585139,194.12788474656588,301.8481278456478,193.35867857192244,296.88551786409687,194.1073701603648,306.7069594726684,188.3869851076631,295.6303678773372,188.2513354714988,313.8208552202037,181.6130319015122,292.16331541069366,182.29468824984087,317.3367808596115,201.69519755768735,289.4261441350611,198.22465419781173,305.0709811274539,206.37948814193194,289.91127930589596,204.00814864973495,310.71764674253666,189.6711267502687,298.08051371440223,189.90731655379815,318.06732087088807,208.47291661245734,286.3698568276735,210.52852040941255,315.77989776381617,238.75432352492774,283.14314219394953,238.2100610314163
